species	superkingdom	phylum	class	order	family
desulfacinum_subterraneum	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae
corynebacterium_massiliense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
streptomyces_rosa	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
neoscardovia_arbecensis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
burkholderia_seminalis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
thermococcus_acidaminovorans	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
nocardia_lijiangensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
mycobacterium_bovis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
lactobacillus_sunkii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
borrelia_bissettii	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae
metallosphaera_prunae	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
brevundimonas_halotolerans	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
brevibacillus_centrosporus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
chryseobacterium_gregarium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
marinobacterium_georgiense	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
nanoarchaeum_equitans	Archaea	Nanoarchaeota	None	Nanoarchaeales	Nanoarchaeaceae
defluviimonas_denitrificans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
serratia_rubidaea	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
methanothermobacter_marburgensis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
chryseobacterium_hungaricum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
thermosipho_japonicus	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae
coenonia_anatina	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
methanobrevibacter_millerae	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
haemophilus_parasuis	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
thermococcus_sibiricus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
acidovorax_cattleyae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
chryseobacterium_solincola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
cellulosimicrobium_cellulans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
desulfuromusa_succinoxidans	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
thalassospira_xiamenensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
ochrobactrum_oryzae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
fluoribacter_dumoffii	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
mycobacterium_avium	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
sporolactobacillus_inulinus	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae
nocardia_farcinica	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
shewanella_corallii	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
legionella_sainthelensi	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
xenorhabdus_bovienii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
paenibacillus_anaericanus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
shigella_boydii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
saccharomonospora_caesia	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
alicyclobacillus_ferrooxydans	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
micromonospora_narathiwatensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
ensifer_arboris	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
nocardioides_maradonensis	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
helicobacter_hepaticus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae
saccharopolyspora_flava	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
nevskia_terrae	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae
megasphaera_micronuciformis	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
kosmotoga_arenicorallina	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae
pedobacter_steynii	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
moraxella_(moraxella)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
halomonas_mongoliensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
burkholderia_phenoliruptrix	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
thermoanaerobacterium_aotearoense	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis
thiobacillus_thioparus	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae
peptococcus_niger	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
kocuria_koreensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
moraxella_cuniculi	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
rugosimonospora_africana	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
ruegeria_marina	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
aestuariibacter_halophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
arthrobacter_subterraneus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
brevibacterium_ravenspurgense	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae
anaerovorax_odorimutans	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis
lechevalieria_fradiae	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
paenibacillus_pinihumi	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
bifidobacterium_animalis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
anaerosphaera_aminiphila	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae
pseudomonas_monteilii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
ancalomicrobium_adetum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ancalomicrobiaceae
alicyclobacillus_shizuokensis	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
enterococcus_saccharolyticus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
streptomyces_erythrogriseus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
promicromonospora_flava	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
desulfovibrio_oceani	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
microbispora_mesophila	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
neptunomonas_naphthovorans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
rhodanobacter_panaciterrae	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
brevibacillus_borstelensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
bergeriella_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
nocardia_brevicatena	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
pasteurella_testudinis	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
lysobacter_niabensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
maribacter_antarcticus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
psychrobacter_maritimus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
streptomyces_zaomyceticus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
thermomicrobium_roseum	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae
desulforhopalus_vacuolatus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
methanosarcina_siciliae	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
methanofollis_liminatans	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae
microlunatus_soli	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
bacillus_bataviensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
chryseobacterium_pallidum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
kribbella_antibiotica	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
sphingomonas_jinjuensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
carboxydothermus_hydrogenoformans	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae
pseudomonas_pertucinogena	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
pseudoalteromonas_undina	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
desulfovibrio_hydrothermalis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
xenorhabdus_doucetiae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
enterobacter_ludwigii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
streptomyces_griseoloalbus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
pasteurella_bettyae	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
virgisporangium_ochraceum	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
neisseria_mucosa	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
clostridium_proteolyticum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
eubacterium_tenue	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
gibbsiella_quercinecans	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
thermus_kawarayensis	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
corynebacterium_pilbarense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
sterolibacterium_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae
pasteurella_mairii	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
marinobacterium_stanieri	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
nocardiopsis_rosea	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
bacillus_cohnii	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
prevotella_copri	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
nonomuraea_salmonea	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
mycobacterium_fallax	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
mesorhizobium_albiziae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
salinarimonas_ramus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Salinarimonadaceae
staphylococcus_nepalensis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
streptomyces_spongiae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
agromyces_fucosus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
actinoplanes_teichomyceticus	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
sphingopyxis_baekryungensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
rathayibacter_rathayi	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
nonomuraea_angiospora	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
acinetobacter_towneri	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
kandleria_vitulina	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
citricoccus_alkalitolerans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
oceanobacillus_caeni	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
psychrobacter_pacificensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
sphingomonas_mucosissima	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
methanosarcina_baltica	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
actinopolyspora_erythraea	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
nocardia_jinanensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
paenibacillus_kobensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
actinoplanes_xinjiangensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
geobacillus_stearothermophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
lactobacillus_senioris	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
bartonella_quintana	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae
lysobacter_ximonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
alistipes_onderdonkii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
cocleimonas_flava	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae
polaromonas_hydrogenivorans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
micromonospora_pallida	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
roseibaca_ekhonensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
thermodesulfovibrio_hydrogeniphilus	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae
enterococcus_casseliflavus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
porphyrobacter_neustonensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
acaricomes_phytoseiuli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
prevotella_dentalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
bordetella_hinzii	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
halalkalicoccus_jeotgali	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae
paenibacillus_residui	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
leifsonia_soli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
legionella_taurinensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
micromonospora_coriariae	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
enterococcus_mundtii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
staphylococcus_sciuri	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
tepidibacter_thalassicus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
staphylococcus_caprae	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
streptosporangium_roseum	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
cellulomonas_persica	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
paenibacillus_sediminis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
paenibacillus_cineris	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
acidianus_sulfidivorans	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
campylobacter_hyointestinalis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
curtobacterium_citreum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
corynebacterium_simulans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
bifidobacterium_adolescentis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
catellatospora_citrea	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
prevotella_maculosa	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
vibrio_mangrovi	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
giesbergeria_voronezhensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
bacillus_cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
salinimonas_chungwhensis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
clostridium_magnum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
lactobacillus_sucicola	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
glycomyces_mayteni	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae
scardovia_wiggsiae	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
stenotrophomonas_chelatiphaga	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
anaerobacillus_arseniciselenatis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
acetobacter_fabarum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
fodinicurvata_sediminis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
streptomyces_yerevanensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
arcobacter_nitrofigilis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
gluconacetobacter_diazotrophicus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
kaistia_dalseonensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
serratia_plymuthica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
herbidospora_sakaeratensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
methanobacterium_thermaggregans	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
virgibacillus_litoralis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
comamonas_aquatica	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
streptosporangium_pseudovulgare	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
streptomyces_albidochromogenes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptomyces_niger	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
renibacterium_salmoninarum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
alicyclobacillus_vulcanalis	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
actinomadura_vinacea	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
labrys_miyagiensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
streptomyces_sodiiphilus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
nocardiopsis_potens	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
amycolatopsis_sacchari	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
methylocystis_rosea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
spirillospora_albida	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
desulfotignum_balticum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
endozoicomonas_elysicola	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae
streptomyces_thermospinosisporus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
paenibacillus_sputi	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
