species	superkingdom	phylum	class
arthrobacter_nicotinovorans	Bacteria	Actinobacteria	
thomomys_umbrinus	Eukaryota	Chordata	
streptomyces_cinereus	Bacteria	Actinobacteria	
microbacterium_invictum	Bacteria	Actinobacteria	
methylophaga_thalassica	Bacteria	Proteobacteria	Gammaproteobacteria
maribacter_dokdonensis	Bacteria	Bacteroidetes	
alkalibacterium_putridalgicola	Bacteria	Firmicutes	
streptomyces_thermospinosisporus	Bacteria	Actinobacteria	
nocardia_anaemiae	Bacteria	Actinobacteria	
devosia_chinhatensis	Bacteria	Proteobacteria	Alphaproteobacteria
legionella_cincinnatiensis	Bacteria	Proteobacteria	Gammaproteobacteria
acinetobacter_pittii	Bacteria	Proteobacteria	Gammaproteobacteria
anaerococcus_hydrogenalis	Bacteria	Firmicutes	
mycena_tintinnabulum	Eukaryota	Basidiomycota	
thiohalobacter_thiocyanaticus	Bacteria	Proteobacteria	Gammaproteobacteria
pseudogulbenkiania_subflava	Bacteria	Proteobacteria	Betaproteobacteria
periploca_leavigata	Eukaryota	Streptophyta	
spirilliplanes_yamanashiensis	Bacteria	Actinobacteria	
mycoplasma_meleagridis	Bacteria	Tenericutes	
sphingomonas_panni	Bacteria	Proteobacteria	Alphaproteobacteria
bacteroides_coprosuis	Bacteria	Bacteroidetes	
clitocybe_lignatilis	Eukaryota	Basidiomycota	
propionibacterium_avidum	Bacteria	Actinobacteria	
olsenella_uli	Bacteria	Actinobacteria	
clostridium_frigoris	Bacteria	Firmicutes	
martelella_mediterranea	Bacteria	Proteobacteria	Alphaproteobacteria
virgibacillus_necropolis	Bacteria	Firmicutes	
byssovorax_cruenta	Bacteria	Proteobacteria	Deltaproteobacteria
pseudomonas_abietaniphila	Bacteria	Proteobacteria	Gammaproteobacteria
yarrowia_lipolytica	Eukaryota	Ascomycota	
mesoflavibacter_zeaxanthinifaciens	Bacteria	Bacteroidetes	
streptosporangium_roseum	Bacteria	Actinobacteria	
halothiobacillus_neapolitanus	Bacteria	Proteobacteria	Gammaproteobacteria
marinobacter_lutaoensis	Bacteria	Proteobacteria	Gammaproteobacteria
legionella_erythra	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_hebeiensis	Bacteria	Actinobacteria	
moniliella_acetoabutens	Eukaryota	Basidiomycota	
sporolactobacillus_kofuensis	Bacteria	Firmicutes	
fomitopsis_spraguei	Eukaryota	Basidiomycota	
brevundimonas_intermedia	Bacteria	Proteobacteria	Alphaproteobacteria
convolvulus_cneorum	Eukaryota	Streptophyta	
starkeya_novella	Bacteria	Proteobacteria	Alphaproteobacteria
methanobrevibacter_acididurans	Archaea	Euryarchaeota	
hypericum_perforatum	Eukaryota	Streptophyta	
pichia_finlandica	Eukaryota	Ascomycota	
marasmius_scorodonius	Eukaryota	Basidiomycota	
cryptococcus_albidus	Eukaryota	Basidiomycota	
paenibacillus_jamilae	Bacteria	Firmicutes	
rhodococcus_jialingiae	Bacteria	Actinobacteria	
nocardiopsis_rosea	Bacteria	Actinobacteria	
hypsizygus_elongatipes	Eukaryota	Basidiomycota	
bacteroides_gallinarum	Bacteria	Bacteroidetes	
mycobacterium_alvei	Bacteria	Actinobacteria	
desulfovibrio_desulfovibrio	Bacteria	Proteobacteria	Deltaproteobacteria
salegentibacter_salarius	Bacteria	Bacteroidetes	
staphylococcus_cohnii	Bacteria	Firmicutes	
verticillium_fungicola	Eukaryota	Ascomycota	
streptomyces_violens	Bacteria	Actinobacteria	
nocardioides_iriomotensis	Bacteria	Actinobacteria	
rhodanobacter_soli	Bacteria	Proteobacteria	Gammaproteobacteria
striga_hermonthica	Eukaryota	Streptophyta	
sphingopyxis_soli	Bacteria	Proteobacteria	Alphaproteobacteria
marinobacterium_stanieri	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_olivaceoviridis	Bacteria	Actinobacteria	
streptomyces_haliclonae	Bacteria	Actinobacteria	
agrostemma_githago	Eukaryota	Streptophyta	
saccharomyces_kluyveri	Eukaryota	Ascomycota	
catharanthus_roseus	Eukaryota	Streptophyta	
macrolepiota_procera	Eukaryota	Basidiomycota	
capsicum_annuum	Eukaryota	Streptophyta	
bacillus_humi	Bacteria	Firmicutes	
sphingobium_yanoikuyae	Bacteria	Proteobacteria	Alphaproteobacteria
tuberaria_guttata	Eukaryota	Streptophyta	
fodinicurvata_sediminis	Bacteria	Proteobacteria	Alphaproteobacteria
fervidobacterium_gondwanense	Bacteria	Thermotogae	
moritella_viscosa	Bacteria	Proteobacteria	Gammaproteobacteria
pseudomonas_koreensis	Bacteria	Proteobacteria	Gammaproteobacteria
chromobacterium_piscinae	Bacteria	Proteobacteria	Betaproteobacteria
paenibacillus_provencensis	Bacteria	Firmicutes	
mycobacterium_lacus	Bacteria	Actinobacteria	
mycobacterium_aemonae	Bacteria	Actinobacteria	
actinoplanes_rectilineatus	Bacteria	Actinobacteria	
slackia_heliotrinireducens	Bacteria	Actinobacteria	
nonomuraea_candida	Bacteria	Actinobacteria	
arhodomonas_aquaeolei	Bacteria	Proteobacteria	Gammaproteobacteria
penicillium_pinophilum	Eukaryota	Ascomycota	
chelatococcus_sambhunathii	Bacteria	Proteobacteria	Alphaproteobacteria
lactobacillus_zymae	Bacteria	Firmicutes	
blautia_glucerasea	Bacteria	Firmicutes	
actinocorallia_cavernae	Bacteria	Actinobacteria	
nonomuraea_helvata	Bacteria	Actinobacteria	
actinopolymorpha_cephalotaxi	Bacteria	Actinobacteria	
phocaeicola_abscessus	Bacteria	Bacteroidetes	
panaeolus_subbalteatus	Eukaryota	Basidiomycota	
bacillus_siamensis	Bacteria	Firmicutes	
microdipodops_megacephalus	Eukaryota	Chordata	
clostridium_subterminale	Bacteria	Firmicutes	
rhodococcus_rhodochrous	Bacteria	Actinobacteria	
exiguobacterium_profundum	Bacteria	Firmicutes	
streptococcus_pleomorphus	Bacteria	Firmicutes	
fructobacillus_durionis	Bacteria	Firmicutes	
apodemus_hermonensis	Eukaryota	Chordata	
woodsholea_maritima	Bacteria	Proteobacteria	Alphaproteobacteria
flexibacter_aurantiacus	Bacteria	Bacteroidetes	
quamoclit_lobata	Eukaryota	Ctenophora	
vibrio_parahaemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria
carboxydocella_thermautotrophica	Bacteria	Firmicutes	
margaritispora_aquatica	Eukaryota	Ascomycota	
paenibacillus_elgii	Bacteria	Firmicutes	
wohlfahrtiimonas_chitiniclastica	Bacteria	Proteobacteria	Gammaproteobacteria
conidiobolus_thromboides	Eukaryota	Zoopagomycota	
gongronella_lacrispora	Eukaryota	Mucoromycota	
lachancea_kluyveri	Eukaryota	Ascomycota	
phaeobacter_arcticus	Bacteria	Proteobacteria	Alphaproteobacteria
metallosphaera_hakonensis	Archaea	Crenarchaeota	
arthrobacter_castelli	Bacteria	Actinobacteria	
flavobacterium_cucumis	Bacteria	Bacteroidetes	
gordonia_bronchialis	Bacteria	Actinobacteria	
xenorhabdus_koppenhoeferi	Bacteria	Proteobacteria	Gammaproteobacteria
cercartetus_nanus	Eukaryota	Chordata	
mycobacterium_vulneris	Bacteria	Actinobacteria	
saccharothrix_syringae	Bacteria	Actinobacteria	
peptoniphilus_harei	Bacteria	Firmicutes	
marinobacter_hydrocarbonoclasticus	Bacteria	Proteobacteria	Gammaproteobacteria
lactobacillus_acidophilus	Bacteria	Firmicutes	
peniophora_incarnata	Eukaryota	Basidiomycota	
nocardia_speluncae	Bacteria	Actinobacteria	
streptomyces_lucensis	Bacteria	Actinobacteria	
amycolatopsis_palatopharyngis	Bacteria	Actinobacteria	
desulfobulbus_mediterraneus	Bacteria	Proteobacteria	Deltaproteobacteria
agaricus_bitorquis	Eukaryota	Basidiomycota	
roseburia_intestinalis	Bacteria	Firmicutes	
eupetomena_mucroura	Eukaryota	Chordata	
sulfurivirga_caldicuralii	Bacteria	Proteobacteria	Gammaproteobacteria
limnobacter_thiooxidans	Bacteria	Proteobacteria	Betaproteobacteria
exiguobacterium_aestuarii	Bacteria	Firmicutes	
spiroplasma_alleghenense	Bacteria	Tenericutes	
streptomyces_chartreusis	Bacteria	Actinobacteria	
eubacterium_combesii	Bacteria	Firmicutes	
psychrobacter_submarinus	Bacteria	Proteobacteria	Gammaproteobacteria
acremonium_atrogriseum	Eukaryota	Ascomycota	
nocardia_paucivorans	Bacteria	Actinobacteria	
propionibacterium_australiense	Bacteria	Actinobacteria	
micromonospora_halophytica	Bacteria	Actinobacteria	
pleurotus_pulmonarius	Eukaryota	Basidiomycota	
mycobacterium_aubagnense	Bacteria	Actinobacteria	
talaromyces_byssochlamydioides	Eukaryota	Ascomycota	
microgale_dobsoni	Eukaryota	Chordata	
microbacterium_maritypicum	Bacteria	Actinobacteria	
paracoccus_saliphilus	Bacteria	Proteobacteria	Alphaproteobacteria
tetragenococcus_koreensis	Bacteria	Firmicutes	
ilyobacter_delafieldii	Bacteria	Fusobacteria	
eremascus_albus	Eukaryota	Ascomycota	
actinomadura_formosensis	Bacteria	Actinobacteria	
acinetobacter_soli	Bacteria	Proteobacteria	Gammaproteobacteria
lycopersicon_peruvianum	Eukaryota	Streptophyta	
paenibacillus_amylolyticus	Bacteria	Firmicutes	
bifidobacterium_pullorum	Bacteria	Actinobacteria	
amycolatopsis_thailandensis	Bacteria	Actinobacteria	
streptomyces_rangoonensis	Bacteria	Actinobacteria	
pseudomonas_fragi	Bacteria	Proteobacteria	Gammaproteobacteria
clostridium_tepidiprofundi	Bacteria	Firmicutes	
methylobacterium_suomiense	Bacteria	Proteobacteria	Alphaproteobacteria
arthrobacter_koreensis	Bacteria	Actinobacteria	
spongiibacterium_flavum	Bacteria	Bacteroidetes	
tetrasphaera_vanveenii	Bacteria	Actinobacteria	
methanocorpusculum_sinense	Archaea	Euryarchaeota	
prosthecobacter_vanneervenii	Bacteria	Verrucomicrobia	
peptoniphilus_gorbachii	Bacteria	Firmicutes	
aeromicrobium_alkaliterrae	Bacteria	Actinobacteria	
micromonospora_tulbaghiae	Bacteria	Actinobacteria	
curvularia_clavata	Eukaryota	Ascomycota	
bacteroides_vulgatus	Bacteria	Bacteroidetes	
streptomyces_actinomyces	Bacteria	Actinobacteria	
brevibacillus_borstelensis	Bacteria	Firmicutes	
halothiobacillus_kellyi	Bacteria	Proteobacteria	Gammaproteobacteria
herbiconiux_ginsengi	Bacteria	Actinobacteria	
lactobacillus_hordei	Bacteria	Firmicutes	
stephanoascus_farinosus	Eukaryota	Ascomycota	
nocardioides_hungaricus	Bacteria	Actinobacteria	
pontibacillus_chungwhensis	Bacteria	Firmicutes	
planctomyces_brasiliensis	Bacteria	Planctomycetes	
pelosinus_fermentans	Bacteria	Firmicutes	
moorella_humiferrea	Bacteria	Firmicutes	
eubacterium_tarantellae	Bacteria	Firmicutes	
thalictrum_flavum	Eukaryota	Streptophyta	
eupenicillium_terrenum	Eukaryota	Ascomycota	
kribbella_aluminosa	Bacteria	Actinobacteria	
gracilibacillus_kekensis	Bacteria	Firmicutes	
paenibacillus_motobuensis	Bacteria	Firmicutes	
lindnera_rhodanensis	Eukaryota	Ascomycota	
gremmeniella_abietina	Eukaryota	Ascomycota	
acidiplasma_cupricumulans	Archaea	Euryarchaeota	
morchella_crassipes	Eukaryota	Ascomycota	
actinomadura_hallensis	Bacteria	Actinobacteria	
acidovorax_facilis	Bacteria	Proteobacteria	Betaproteobacteria
turicibacter_sanguinis	Bacteria	Firmicutes	
chrysonila_sitophila	Eukaryota	Ascomycota	
leptoptilos_javanicus	Eukaryota	Chordata	
microtus_montanus	Eukaryota	Chordata	
echinicola_pacifica	Bacteria	Bacteroidetes	
methylocystis_heyeri	Bacteria	Proteobacteria	Alphaproteobacteria
pseudorhodoferax_caeni	Bacteria	Proteobacteria	Betaproteobacteria
geothrix_fermentans	Bacteria	Acidobacteria	
vibrio_ichthyoenteri	Bacteria	Proteobacteria	Gammaproteobacteria
legionella_fallonii	Bacteria	Proteobacteria	Gammaproteobacteria
geodermatophilus_obscurus	Bacteria	Actinobacteria	
lactobacillus_fuchuensis	Bacteria	Firmicutes	
phellinus_gilvus	Eukaryota	Basidiomycota	
clostridium_papyrosolvens	Bacteria	Firmicutes	
streptococcus_dysgalactiae	Bacteria	Firmicutes	
comamonas_granuli	Bacteria	Proteobacteria	Betaproteobacteria
pseudomonas_orientalis	Bacteria	Proteobacteria	Gammaproteobacteria
desulfocella_halophila	Bacteria	Proteobacteria	Deltaproteobacteria
lyophyllum_laccaria	Eukaryota	Basidiomycota	
planktotalea_frisia	Bacteria	Proteobacteria	Alphaproteobacteria
methylobacterium_medicago	Eukaryota	Streptophyta	
anaerovibrio_lipolyticus	Bacteria	Firmicutes	
corynebacterium_singulare	Bacteria	Actinobacteria	
clostridium_thiosulfatireducens	Bacteria	Firmicutes	
helicobacter_mastomyrinus	Bacteria	Proteobacteria	Epsilonproteobacteria
scotinomys_teguina	Eukaryota	Chordata	
streptococcus_entericus	Bacteria	Firmicutes	
agromyces_italicus	Bacteria	Actinobacteria	
pseudonocardia_oroxyli	Bacteria	Actinobacteria	
glycomyces_rutgersensis	Bacteria	Actinobacteria	
diaemus_youngi	Eukaryota	Chordata	
chaetomium_funicola	Eukaryota	Ascomycota	
bartonella_silvatica	Bacteria	Proteobacteria	Alphaproteobacteria
legionella_wadsworthii	Bacteria	Proteobacteria	Gammaproteobacteria
geobacillus_galactosidasius	Bacteria	Firmicutes	
chromohalobacter_israelensis	Bacteria	Proteobacteria	Gammaproteobacteria
trametes_pubescens	Eukaryota	Basidiomycota	
pasteurella_stomatis	Bacteria	Proteobacteria	Gammaproteobacteria
cedecea_neteri	Bacteria	Proteobacteria	Gammaproteobacteria
anaerostipes_caccae	Bacteria	Firmicutes	
roseobacter_litoralis	Bacteria	Proteobacteria	Alphaproteobacteria
butyricicoccus_pullicaecorum	Bacteria	Firmicutes	
arthrobacter_arthrobacter	Bacteria	Actinobacteria	
streptomyces_parvus	Bacteria	Actinobacteria	
agromyces_ramosus	Bacteria	Actinobacteria	
gnomonia_leptostyla	Eukaryota	Ascomycota	
arcobacter_thereius	Bacteria	Proteobacteria	Epsilonproteobacteria
gemmobacter_aquatilis	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_durhamensis	Bacteria	Actinobacteria	
beauveria_brongniartii	Eukaryota	Ascomycota	
bacillus_pseudofirmus	Bacteria	Firmicutes	
acinetobacter_towneri	Bacteria	Proteobacteria	Gammaproteobacteria
hypomyces_rosellus	Eukaryota	Ascomycota	
tyromyces_chioneus	Eukaryota	Basidiomycota	
sphingobium_fuliginis	Bacteria	Proteobacteria	Alphaproteobacteria
spirochaeta_litoralis	Bacteria	Spirochaetes	
giardia_intestinalis	Eukaryota		
gelasinospora_reticulata	Eukaryota	Ascomycota	
lactobacillus_kisonensis	Bacteria	Firmicutes	
rhodococcus_note:	Bacteria		
trichococcus_collinsii	Bacteria	Firmicutes	
natranaerovirga_pectinivora	Bacteria	Firmicutes	
meiothermus_silvanus	Bacteria	Deinococcus-Thermus	
gibbsiella_quercinecans	Bacteria	Proteobacteria	Gammaproteobacteria
nocardia_iowensis	Bacteria	Actinobacteria	
lysobacter_capsici	Bacteria	Proteobacteria	Gammaproteobacteria
genista_tinctoria	Eukaryota	Streptophyta	
bradyrhizobium_	Bacteria	Proteobacteria	Alphaproteobacteria
campylobacter_sputorum	Bacteria	Proteobacteria	Epsilonproteobacteria
microcella_putealis	Bacteria	Actinobacteria	
streptomyces_halotolerans	Bacteria	Actinobacteria	
tessaracoccus_bendigoensis	Bacteria	Actinobacteria	
clostridium_sporosphaeroides	Bacteria	Firmicutes	
streptomyces_glaucus	Bacteria	Actinobacteria	
schizozygia_coffaeoides	Eukaryota	Streptophyta	
trichaptum_byssogenus	Eukaryota	Basidiomycota	
shinella_yambaruensis	Bacteria	Proteobacteria	Alphaproteobacteria
nicotiana_alata	Eukaryota	Streptophyta	
ramlibacter_tataouinensis	Bacteria	Proteobacteria	Betaproteobacteria
streptococcus_lutetiensis	Bacteria	Firmicutes	
derxia_gummosa	Bacteria	Proteobacteria	Betaproteobacteria
halobacterium_salinarum	Archaea	Euryarchaeota	
kocuria_aegyptia	Bacteria	Actinobacteria	
microbacterium_natoriense	Bacteria	Actinobacteria	
oceanithermus_desulfurans	Bacteria	Deinococcus-Thermus	
mycobacterium_aurum	Bacteria	Actinobacteria	
arthrobacter_pascens	Bacteria	Actinobacteria	
catharanthus_ovalis	Eukaryota	Streptophyta	
alysiella_filiformis	Bacteria	Proteobacteria	Betaproteobacteria
pseudomonas_japonica	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_albaduncus	Bacteria	Actinobacteria	
fusibacter_paucivorans	Bacteria	Firmicutes	
planifilum_fimeticola	Bacteria	Firmicutes	
exobasidium_pachysporum	Eukaryota	Basidiomycota	
loktanella_salsilacus	Bacteria	Proteobacteria	Alphaproteobacteria
acetobacter_indonesiensis	Bacteria	Proteobacteria	Alphaproteobacteria
fusobacterium_equinum	Bacteria	Fusobacteria	
eulemur_fulvus	Eukaryota	Chordata	
rheinheimera_tangshanensis	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_litmocidini	Bacteria	Actinobacteria	
medicago_sativa	Eukaryota	Streptophyta	
amycolatopsis_tolypomycina	Bacteria	Actinobacteria	
lactobacillus_sanfranciscensis	Bacteria	Firmicutes	
claviceps_viridis	Eukaryota	Ascomycota	
mycobacterium_palustre	Bacteria	Actinobacteria	
parvopolyspora_pallida	Bacteria	Actinobacteria	
amorphus_orientalis	Bacteria	Proteobacteria	Alphaproteobacteria
curtobacterium_ammoniigenes	Bacteria	Actinobacteria	
janibacter_terrae	Bacteria	Actinobacteria	
herminiimonas_arsenicoxydans	Bacteria	Proteobacteria	Betaproteobacteria
janibacter_melonis	Bacteria	Actinobacteria	
streptomyces_netropsis	Bacteria	Actinobacteria	
carnobacterium_funditum	Bacteria	Firmicutes	
herminiimonas_fonticola	Bacteria	Proteobacteria	Betaproteobacteria
clostridium_formicaceticum	Bacteria	Firmicutes	
halomonas_subterranea	Bacteria	Proteobacteria	Gammaproteobacteria
marinobacter_santoriniensis	Bacteria	Proteobacteria	Gammaproteobacteria
lactobacillus_fructivorans	Bacteria	Firmicutes	
pteropus_pumilus	Eukaryota	Chordata	
vibrio_rumoiensis	Bacteria	Proteobacteria	Gammaproteobacteria
mycobacterium_shimoidei	Bacteria	Actinobacteria	
flavobacterium_cheniae	Bacteria	Bacteroidetes	
kaistia_geumhonensis	Bacteria	Proteobacteria	Alphaproteobacteria
kribbella_karoonensis	Bacteria	Actinobacteria	
desulfurococcus_mobilis	Archaea	Crenarchaeota	
staphylococcus_sciuri	Bacteria	Firmicutes	
porphyrobacter_donghaensis	Bacteria	Proteobacteria	Alphaproteobacteria
nyctimene_albiventer	Eukaryota	Chordata	
prevotella_salivae	Bacteria	Bacteroidetes	
tricholoma_matsutake	Eukaryota	Basidiomycota	
acrocarpospora_macrocephala	Bacteria	Actinobacteria	
clostridium_tetanomorphum	Bacteria	Firmicutes	
pelomonas_saccharophila	Bacteria	Proteobacteria	Betaproteobacteria
spirochaeta_bajacaliforniensis	Bacteria	Spirochaetes	
brevibacterium_salitolerans	Bacteria	Actinobacteria	
couchioplanes_caeruleus	Bacteria	Actinobacteria	
actinomycetospora_chiangmaiensis	Bacteria	Actinobacteria	
halorubrum_terrestre	Archaea	Euryarchaeota	
rhodobacter_blasticus	Bacteria	Proteobacteria	Alphaproteobacteria
humibacillus_xanthopallidus	Bacteria	Actinobacteria	
agapetes_incurvata	Eukaryota	Streptophyta	
colwellia_aestuarii	Bacteria	Proteobacteria	Gammaproteobacteria
staphylococcus_saccharolyticus	Bacteria	Firmicutes	
ilyobacter_polytropus	Bacteria	Fusobacteria	
microbacterium_phyllosphaerae	Bacteria	Actinobacteria	
thermococcus_kodakaraensis	Archaea	Euryarchaeota	
streptomyces_glomeroaurantiacus	Bacteria	Actinobacteria	
acholeplasma_laidlawii	Bacteria	Tenericutes	
xenorhabdus_cabanillasii	Bacteria	Proteobacteria	Gammaproteobacteria
bacillus_purgationiresistens	Bacteria	Firmicutes	
desulfonatronovibrio_hydrogenovorans	Bacteria	Proteobacteria	Deltaproteobacteria
myrothecium_roridum	Eukaryota	Ascomycota	
lentinus_cladopus	Eukaryota	Basidiomycota	
listeria_innocua	Bacteria	Firmicutes	
polaribacter_glomeratus	Bacteria	Bacteroidetes	
methanococcus_voltae	Archaea	Euryarchaeota	
prevotella_multisaccharivorax	Bacteria	Bacteroidetes	
streptomyces_laurentii	Bacteria	Actinobacteria	
saccharopolyspora_emeiensis	Bacteria	Actinobacteria	
pteropus_poliocephalus	Eukaryota	Chordata	
natronincola_peptidivorans	Bacteria	Firmicutes	
bacillus_aquimaris	Bacteria	Firmicutes	
catenuloplanes_crispus	Bacteria	Actinobacteria	
microbulbifer_agarilyticus	Bacteria	Proteobacteria	Gammaproteobacteria
xanthomonas_vasicola	Bacteria	Proteobacteria	Gammaproteobacteria
kutzneria_albida	Bacteria	Actinobacteria	
prevotella_bryantii	Bacteria	Bacteroidetes	
eubacterium_siraeum	Bacteria	Firmicutes	
lampteromyces_japonicus	Eukaryota	Basidiomycota	
porphyromonas_gulae	Bacteria	Bacteroidetes	
neisseria_dentiae	Bacteria	Proteobacteria	Betaproteobacteria
streptomyces_spiroverticillatus	Bacteria	Actinobacteria	
oceanobacillus_caeni	Bacteria	Firmicutes	
amycolatopsis_decaplanina	Bacteria	Actinobacteria	
rhodococcus_qingshengii	Bacteria	Actinobacteria	
dietzia_kunjamensis	Bacteria	Actinobacteria	
psychromonas_japonica	Bacteria	Proteobacteria	Gammaproteobacteria
eupenicillium_baarnense	Eukaryota	Ascomycota	
dyella_koreensis	Bacteria	Proteobacteria	Gammaproteobacteria
methylonatrum_kenyense	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_cyaneus	Bacteria	Actinobacteria	
howardella_ureilytica	Bacteria	Firmicutes	
mannheimia_haemolytica	Bacteria	Proteobacteria	Gammaproteobacteria
vibrio_areninigrae	Bacteria	Proteobacteria	Gammaproteobacteria
pseudomonas_synxantha	Bacteria	Proteobacteria	Gammaproteobacteria
gracilibacillus_quinghaiensis	Bacteria	Firmicutes	
actinomadura_fulvescens	Bacteria	Actinobacteria	
tepidibacter_thalassicus	Bacteria	Firmicutes	
sphingomonas_wittichii	Bacteria	Proteobacteria	Alphaproteobacteria
ceropegia_distincta	Eukaryota	Streptophyta	
fusarium_concolor	Eukaryota	Ascomycota	
jiangella_muralis	Bacteria	Actinobacteria	
micromonospora_lupini	Bacteria	Actinobacteria	
actinobacillus_capsulatus	Bacteria	Proteobacteria	Gammaproteobacteria
photobacterium_swingsii	Bacteria	Proteobacteria	Gammaproteobacteria
ralstonia_syzygii	Bacteria	Proteobacteria	Betaproteobacteria
nocardioides_halotolerans	Bacteria	Actinobacteria	
ramichloridium_anceps	Eukaryota	Ascomycota	
thanatephorus_cucumeris	Eukaryota	Basidiomycota	
sphingopyxis_alaskensis	Bacteria	Proteobacteria	Alphaproteobacteria
lactobacillus_otakiensis	Bacteria	Firmicutes	
janibacter_anophelis	Bacteria	Actinobacteria	
desulfovibrio_hydrothermalis	Bacteria	Proteobacteria	Deltaproteobacteria
rothia_mucilaginosa	Bacteria	Actinobacteria	
papio_anubis	Eukaryota	Chordata	
actinomadura_madurae	Bacteria	Actinobacteria	
micromonospora_coxensis	Bacteria	Actinobacteria	
arcicella_aurantiaca	Bacteria	Bacteroidetes	
maricaulis_salignorans	Bacteria	Proteobacteria	Alphaproteobacteria
halomonas_campaniensis	Bacteria	Proteobacteria	Gammaproteobacteria
photobacterium_lutimaris	Bacteria	Proteobacteria	Gammaproteobacteria
fusarium_graminearum	Eukaryota	Ascomycota	
microtus_guentheri	Eukaryota	Chordata	
deinococcus_frigens	Bacteria	Deinococcus-Thermus	
pseudomonas_xinjiangensis	Bacteria	Proteobacteria	Gammaproteobacteria
chondromyces_lanuginosus	Bacteria	Proteobacteria	Deltaproteobacteria
nocardia_artemisiae	Bacteria	Actinobacteria	
aeromonas_sobria	Bacteria	Proteobacteria	Gammaproteobacteria
staphylococcus_aureus	Bacteria	Firmicutes	
eubacterium_ramulus	Bacteria	Firmicutes	
streptomyces_xanthochromogenes	Bacteria	Actinobacteria	
halomonas_koreensis	Bacteria	Proteobacteria	Gammaproteobacteria
zunongwangia_profunda	Bacteria	Bacteroidetes	
myoxus_glis	Eukaryota	Chordata	
streptomyces_alanosinicus	Bacteria	Actinobacteria	
doratomyces_stemonitis	Eukaryota	Ascomycota	
pseudomonas_graminis	Bacteria	Proteobacteria	Gammaproteobacteria
paenibacillus_glycanilyticus	Bacteria	Firmicutes	
paenibacillus_sacheonensis	Bacteria	Firmicutes	
pygoscelis_adeliae	Eukaryota	Chordata	
pseudonocardia_sulfidoxydans	Bacteria	Actinobacteria	
halomonas_variabilis	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_calvus	Bacteria	Actinobacteria	
streptomyces_tanashiensis	Bacteria	Actinobacteria	
lacz_escherichia	Bacteria	Proteobacteria	Gammaproteobacteria
thermotoga_petrophila	Bacteria	Thermotogae	
actinobaculum_suis	Bacteria	Actinobacteria	
rattus_fuscipes	Eukaryota	Chordata	
prevotella_dentasini	Bacteria	Bacteroidetes	
saccharopolyspora_phatthalungensis	Bacteria	Actinobacteria	
bacillus_niabensis	Bacteria	Firmicutes	
peptoniphilus_asaccharolyticus	Bacteria	Firmicutes	
streptacidiphilus_oryzae	Bacteria	Actinobacteria	
amycolatopsis_sacchari	Bacteria	Actinobacteria	
camelimonas_abortus	Bacteria	Proteobacteria	Alphaproteobacteria
nocardiopsis_exhalans	Bacteria	Actinobacteria	
agreia_pratensis	Bacteria	Actinobacteria	
desulfovibrio_psychrotolerans	Bacteria	Proteobacteria	Deltaproteobacteria
papaver_orientale	Eukaryota	Streptophyta	
rhodosporidium_toruloides	Eukaryota	Basidiomycota	
crossiella_cryophila	Bacteria	Actinobacteria	
frigoribacterium_mesophilum	Bacteria	Actinobacteria	
alicyclobacillus_kakegawensis	Bacteria	Firmicutes	
streptomyces_hiroshimensis	Bacteria	Actinobacteria	
moraxella_pluranimalium	Bacteria	Proteobacteria	Gammaproteobacteria
sinosporangium_album	Bacteria	Actinobacteria	
methanomonas_methylovora	Bacteria	Proteobacteria	Betaproteobacteria
bacillus_thermoterrestis	Bacteria	Firmicutes	
acinetobacter_johnsonii	Bacteria	Proteobacteria	Gammaproteobacteria
delonix_regia	Eukaryota	Streptophyta	
arthrobacter_histidinolovorans	Bacteria	Actinobacteria	
roseospira_navarrensis	Bacteria	Proteobacteria	Alphaproteobacteria
sulfolobus_shibatae	Archaea	Crenarchaeota	
cellulomonas_composti	Bacteria	Actinobacteria	
prevotella_maculosa	Bacteria	Bacteroidetes	
chromohalobacter_sarecensis	Bacteria	Proteobacteria	Gammaproteobacteria
mitragyna_speciosa	Eukaryota	Streptophyta	
chelemys_macronyx	Eukaryota	Chordata	
ignatzschineria_ureiclastica	Bacteria	Proteobacteria	Gammaproteobacteria
vibrio_tubiashii	Bacteria	Proteobacteria	Gammaproteobacteria
gracilibacillus_boraciitolerans	Bacteria	Firmicutes	
sphaerobolus_stellatus	Eukaryota	Basidiomycota	
clostridium_clariflavum	Bacteria	Firmicutes	
micromonospora_nigra	Bacteria	Actinobacteria	
thauera_phenylacetica	Bacteria	Proteobacteria	Betaproteobacteria
oerskovia_paurometabola	Bacteria	Actinobacteria	
bacillus_cellulosilyticus	Bacteria	Firmicutes	
meiothermus_taiwanensis	Bacteria	Deinococcus-Thermus	
vibrio_mytili	Bacteria	Proteobacteria	Gammaproteobacteria
hoffmannia_ghiesbreghtii	Eukaryota	Streptophyta	
